"IC50, mM","CC50, mM",SI,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,HallKierAlpha,Ipc,LabuteASA,TPSA,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azo,fr_benzene,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea,pca_FpDensityMorgan,pca_PEOE,pca_SMR,pca_EState,pca_Chi,pca_VSA,pca_Kappa
6.239373566893883,175.4823815688905,28.125,5.094096221873098,0.3872247872728121,0.3872247872728121,0.4173618732617801,42.92857142857143,384.6520000000002,-0.2935255147973819,0.2935255147973819,0.03884365429851114,14.8222660494387,9.700469635810666,2.600532088113167,-2.343082085132494,2.644697757474545,-2.322229234053284,5.94451857322285,0.193480759150443,3.150502892205044,1.164037575501787,611.9203005807427,-0.66,2187750.164884781,173.6301242453481,24.72,0.9230769230769231,28,0,2,4,0,4,0,0,0,2,0,2,7,4,0,4,4,7.121200000000009,121.5300000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1.439069346068577,46.49534670973722,-76.96405425362717,52.26850848227636,11.369481935285322,-21.239901054391105,3.1961188852441182
0.7718312468161961,5.402818727713373,7.000000000000001,3.961416712562997,0.5338684970983402,0.5338684970983402,0.4624728071616784,45.21428571428572,388.6840000000002,-0.3134072129990773,0.3134072129990773,0.01288657023386288,14.97511000634207,9.689226058600022,2.614066470420122,-2.394689647839289,2.658342289949484,-2.444816775724512,5.134526939622194,0.1203222980173243,3.150502892205044,1.080362063115187,516.7801241234168,-0.08,2187750.164884781,174.939203640844,24.06,1.0,28,2,2,4,0,4,0,0,0,2,2,2,9,4,0,4,4,6.155600000000006,120.5074000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1.499436499430686,60.06963021463399,-83.878970595099,68.73421238754173,12.488380678628822,-19.89644364537717,3.8510822392320456
223.8087777802645,161.1423200017905,0.72,2.627117384182923,0.5432308210510737,0.5432308210510737,0.2609227801240689,42.1875,446.8080000000003,-0.3255733210758452,0.3255733210758452,0.09480154751355077,15.35393759886982,9.68129265007358,2.665273775695772,-2.4772026580666,2.679014399768647,-2.565224041654418,5.11718734403878,-0.9229015704343101,3.214947253123124,1.219066029523398,643.6201536047666,-0.08,8610750.760455066,201.2388580448117,0.0,1.0,32,0,2,4,0,4,0,0,0,0,0,2,9,4,0,4,4,7.129200000000009,138.4528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,-1.6635002990857246,35.84891845512668,-82.34281108948585,83.64821518517117,21.18098896619731,-20.46563654708793,7.558456172465018
1.705624296116444,107.8556540191281,63.23529411764706,5.097360048942529,0.390602645354716,0.390602645354716,0.3778455055831542,41.86206896551724,398.6790000000002,-0.2935255148336137,0.2935255148336137,0.03884364519596072,14.82121596989277,9.70049715960851,2.600528653569801,-2.342884614287352,2.644708711275066,-2.322030494033969,5.944501630845527,0.1935102089478292,3.17926985320412,1.120512909778165,626.6513661249833,-0.66,3572141.766774113,179.9950663597447,24.72,0.9259259259259259,29,0,2,4,0,4,0,0,0,2,0,2,8,4,0,4,4,7.511300000000009,126.1470000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1.4765746578647398,50.55123743962844,-80.86882853157414,56.26348075548353,12.999417239214026,-21.54136487869606,4.352762365681336
107.1315318094944,139.2709913523427,1.3,5.150509901253949,0.2704760518661459,0.2704760518661459,0.4290384545075999,36.51428571428571,466.7130000000003,-0.2572393015210201,0.2572393015210201,0.06289745878380013,14.83111152791072,9.70038553581742,2.602485715919116,-2.342009125064716,2.648473252120894,-2.318892629384824,5.963447710669175,0.193686506552366,3.337073624442143,1.13667806407789,1101.164251546143,-2.22,105375761.6128024,211.9196020854931,24.72,0.5757575757575758,35,0,2,4,0,4,2,0,2,2,0,2,4,4,0,4,6,9.1148,148.3379999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5391433187880765,73.55671040371594,-20.800809825903407,77.56957587491775,19.312101511266057,-19.21046374527201,5.877874907166287
15.03791057255341,30.07582114510681,2.0,5.758408034812463,0.278082987709212,0.278082987709212,0.711012171569234,28.6,332.4910000000001,-0.3987285599838353,0.3987285599838353,0.06289745878380013,14.82086038684734,9.700404399924688,2.592294942303743,-2.341882516374624,2.637658457192008,-2.31885681161874,5.956004043882383,0.1937013120396086,2.92051309758689,1.523516049715847,798.9913641424451,-2.09,628774.7878580671,150.7264114597381,38.38,0.4347826086956522,25,2,2,2,0,2,2,0,2,2,1,2,3,2,0,2,4,5.778300000000005,106.4264,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.47006034198795366,37.33715157682782,7.254118458319892,41.58725405847326,1.7414567681425837,-18.200816670564475,-1.0938114983473568
18.90816681541091,14.5592884478664,0.7700000000000001,2.584471926061785,0.4296494105587354,0.4296494105587354,0.3285394231379137,36.56410256410256,528.8690000000004,-0.2930725743873615,0.2930725743873615,0.1321598962435728,15.36101173216274,9.680919227135966,2.670743012800814,-2.469845058357347,2.682798253750355,-2.570517086924708,5.484711748043846,0.07359663479233358,3.412805476470516,1.156405779851839,1135.685264139421,-1.64,459191993.9711307,239.5283358849567,0.0,0.6756756756756757,39,0,2,4,0,4,2,0,2,0,0,2,6,4,0,4,6,8.840800000000005,169.0079999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-1.6696872754940166,62.28154161813728,-26.77114103628896,93.62993004045849,29.01475874290019,-18.708065941391013,10.118932842378925
28.77308680552558,23.59393118053097,0.82,13.8218795773563,0.07984497572618143,-0.3012595406838834,0.2173322318502264,31.33333333333333,695.0890000000002,-0.3556231179854463,0.3556231179854463,0.2257502739547918,16.15288237462965,9.49217585385057,2.558257201437969,-2.54270129672399,2.58593262903773,-2.549777983204637,5.834761925142183,-0.1391007821176213,3.095616828856079,0.9245477374022117,1460.333756810977,-2.62,142014916108.3997,310.660915282629,58.2,0.7021276595744681,51,2,4,4,0,4,2,0,2,2,2,4,12,2,0,2,6,10.83709999999999,212.4083999999992,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1.4238165087956216,127.76796399293745,-62.56514159318652,77.04749433730758,44.78302331231861,-17.281274545859045,22.930467747473674
50.05706767794174,153.7092680267687,3.070680628272251,14.17161448496984,0.01912310216277069,-0.4118276311098905,0.1877813773196451,29.15789473684211,763.1229999999996,-0.3256134336823175,0.3256134336823175,0.2301233691404194,16.15299700868541,9.492103494849209,2.560237194207268,-2.542448017052229,2.589584016176127,-2.534166358902851,5.961178414360497,-0.1333978689798444,3.184153270801699,0.8938029516960042,1995.57571364356,-4.179999999999999,4095502691529.447,342.5854510083772,58.2,0.5094339622641509,57,2,4,4,0,4,4,0,4,2,2,4,8,2,0,2,8,12.82219999999998,236.2533999999991,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5270974318659647,151.349962523687,-2.6646959101043506,97.77862272749874,51.09137582206248,-15.196880796633309,24.204150725264437
6.400846618646093,400.9063598812003,62.63333333333334,6.135893460779373,0.2392260518661458,0.2392260518661458,0.4399154244159055,36.4,468.6850000000003,-0.4573791779576538,0.4573791779576538,0.1270830306641318,16.48055297498304,9.700415948571102,2.602517443310568,-2.341981426347941,2.64878228278003,-2.318862773257647,5.963633588030918,0.193686540716181,3.337073624442143,1.13667806407789,1107.629257484972,-2.419999999999999,105375761.6128024,210.6682052006034,33.95,0.5625,35,0,3,4,0,4,2,0,2,3,0,3,4,4,0,4,6,9.3163,145.6059999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5391433187880765,59.87572097955463,-22.837489095777023,44.90458019813735,18.543621565693243,-13.524498275377185,5.660055979139724
